Date,Depth (m),Temp,O2 (mg/l),O2 (%)
24/05/1978,15,6.6,12.33,100.7
24/05/1978,19,6.2,12.19,98.4
08/06/1978,15,8.2,10.78,91.6
08/06/1978,19,7.6,9.91,82.9
29/06/1978,15,11,7.05,64
29/06/1978,19,10.7,6.41,57.7
26/07/1978,15,12.2,4.24,39.5
26/07/1978,19,10.9,1.9,17.2
16/08/1978,15,13.1,1.77,16.9
16/08/1978,19,12.1,0.59,5.5
28/05/1979,15,9.4,11.3,98.5
28/05/1979,19,9.4,11.27,98.2
14/06/1979,15,11.6,8.46,77.8
14/06/1979,19,10.6,8.14,73.2
18/07/1979,15,12.9,3.47,32.9
18/07/1979,19,12,2.05,19
15/08/1979,15,14.2,2.62,25.6
15/08/1979,19,13.1,0.92,8.8
09/09/1979,15,16.1,8.71,88.6
09/09/1979,19,13.7,2.11,20.4
27/05/1980,15,9,3.58,31
27/05/1980,19,8.8,3.42,29.48
06/06/1980,15,9.7,3.22,28.35
06/06/1980,19,9.6,3.06,26.87
13/06/1980,15,10,2.74,24.29
17/06/1980,15,10.3,2.36,21.07
17/06/1980,19,10.1,4.18,37.16
14/07/1980,15,14,3.84,37.32
14/07/1980,19,12,2.34,21.73
27/02/1981,15,2.1,6.62,47.97101449
27/02/1981,19,1.34,4.22,29.90786676
18/03/1981,15,2.26,7.13,51.93008012
18/03/1981,19,1.15,3.62,25.58303887
25/03/1981,15,2.35,7.09,51.78962747
25/03/1981,19,1.14,3.58,25.22903453
24/09/1981,15,2,6.3,45.52
24/09/1981,19,1.3,4.09,28.99
16/05/1982,15,3.1,5.3,39
16/05/1982,19,3.8,3.8,29
18/05/1982,15,8,11.6,98
18/05/1982,19,7.9,11.1,94
07/05/1984,15,5.5,15.07,120
07/05/1984,19,4.9,14.57,114
14/05/1984,15,6.2,14.2,115
14/05/1984,19,6,13.7,110
29/05/1984,15,8.3,13.39,114
29/05/1984,19,7.7,15.67,131
11/05/1994,14,6.7,11.8,
11/05/1994,15,6.6,11.8,
11/05/1994,16,6.6,11.6,
11/05/1994,17,6.6,11.1,
11/05/1994,18,6.6,11,
11/05/1994,19,6.6,10.7,
18/05/1994,14,8.9,10.6,
18/05/1994,15,8.7,10.5,
18/05/1994,16,8.5,10.5,
18/05/1994,17,8.4,10.5,
18/05/1994,18,8.3,10.4,
18/05/1994,19,8.1,10.4,
18/05/1994,20,8.1,10.2,
24/05/1994,14,10,10.2,
24/05/1994,15,9.9,9.9,
24/05/1994,16,9.6,9.7,
24/05/1994,17,9.3,9.2,
24/05/1994,18,9,8.8,
24/05/1994,19,8.9,8.2,
24/05/1994,20,8.7,2.7,
15/03/1995,14,2,6.6,
15/03/1995,18,2.6,7.1,
15/03/1995,20,3.3,4.5,
09/08/1995,19,15.2,0.9,
23/08/1995,18,15.2,0.9,
14/05/1996,14,6.3,12.1,98
14/05/1996,15,6.2,12.2,98
14/05/1996,16,6.2,12.2,98
14/05/1996,17,6.2,12.2,98
14/05/1996,18,6.2,12.2,98
14/05/1996,19,6.2,12.2,98
14/05/1996,20,6.2,11.8,95
29/05/1996,14,9,11.1,95
29/05/1996,15,8.5,11.1,94
29/05/1996,16,8.3,10.8,92
29/05/1996,17,8.2,10.8,91
29/05/1996,18,8.2,10.7,91
29/05/1996,19,8.1,10.7,90
05/06/1996,14,11.9,11.1,103
05/06/1996,15,11.9,11.2,103
05/06/1996,16,11.9,11.2,103
05/06/1996,17,11.7,10.8,99
05/06/1996,18,11.7,10.8,99
05/06/1996,19,10.9,9.8,89
05/06/1996,20,10.9,9.8,89
12/06/1996,14,14.1,9.7,95
12/06/1996,15,13.9,9.8,94
12/06/1996,16,11.4,8.9,81
12/06/1996,17,10.7,8.2,75
12/06/1996,18,10.4,7.7,69
12/06/1996,19,10.3,7.2,64
12/06/1996,20,10.2,7,63
18/06/1996,14,12.9,8.1,77
18/06/1996,15,12.9,8.1,77
18/06/1996,16,11.9,7.4,68
18/06/1996,17,11.7,7.3,67
18/06/1996,18,10.8,5.2,47
18/06/1996,19,10.5,5.1,46
18/06/1996,20,10.4,3.8,34
26/06/1996,14,12.8,6.3,58
26/06/1996,15,12.5,5.6,52
26/06/1996,16,12.3,5.5,51
26/06/1996,17,11.8,4.4,40
26/06/1996,18,11.5,4.3,37
26/06/1996,19,11.4,3.7,33
26/06/1996,20,11.2,3.1,28
03/07/1996,14,13.3,5.6,53
03/07/1996,15,13.2,5.5,52
03/07/1996,16,12.9,4.8,46
03/07/1996,17,12.7,4.6,44
03/07/1996,18,12.7,4.6,43
03/07/1996,19,12.6,4.6,43
03/07/1996,20,12.4,4.1,39
10/07/1996,14,15.1,6.7,67
10/07/1996,15,14.5,5.8,57
10/07/1996,16,14.8,6.3,63
10/07/1996,17,14.4,5.5,54
10/07/1996,18,14.4,5.5,54
10/07/1996,19,14.2,5.2,51
10/07/1996,20,14.2,5.2,51
17/07/1996,14,16.4,8.9,90
17/07/1996,15,16.4,8.9,91
17/07/1996,16,16.4,8.9,91
17/07/1996,17,16.4,8.9,91
17/07/1996,18,16.4,8.8,90
17/07/1996,19,16.3,8.9,90
17/07/1996,20,16.3,8.2,83
24/07/1996,14,16.3,8,81
24/07/1996,15,16.3,7.9,80
24/07/1996,16,16.2,7.9,80
24/07/1996,17,16.2,7.9,80
24/07/1996,18,16.2,7.3,75
24/07/1996,19,16.2,7.7,79
24/07/1996,20,16.1,6.3,64
31/07/1996,14,16.2,7.2,73
31/07/1996,15,16.1,6.7,68
31/07/1996,16,16,5.7,57
31/07/1996,17,15.8,5.2,52
31/07/1996,18,15.8,4.8,49
31/07/1996,19,15.8,4.6,46
31/07/1996,20,15.7,4.3,43
07/08/1996,14,16.4,5.3,54
07/08/1996,15,16.4,5.1,53
07/08/1996,16,16.3,5.1,52
07/08/1996,17,16.2,5,51
07/08/1996,18,16.1,4.3,44
07/08/1996,19,16,3.7,37
14/08/1996,14,16.4,3.6,38
14/08/1996,15,16.4,3.6,38
14/08/1996,16,16.3,3.4,36
14/08/1996,17,16.3,3.2,33
14/08/1996,18,16.3,3,32
14/08/1996,19,16.3,3,32
14/08/1996,20,16.1,1.9,20
22/08/1996,14,16.4,1.9,20
22/08/1996,15,16.2,1.6,16
22/08/1996,16,16.2,1.4,14
22/08/1996,17,16.1,1.4,14
22/08/1996,18,16.1,1.3,14
22/08/1996,19,16.1,1.1,12
22/08/1996,20,16,0.8,9
29/08/1996,14,16.6,2,21
29/08/1996,15,16.5,1.6,17
29/08/1996,16,16.5,1.5,16
29/08/1996,17,16.3,1.1,11
29/08/1996,18,16.3,1,10
29/08/1996,19,16.2,0.9,9
29/08/1996,20,16.1,0.8,8
04/09/1996,14,16.7,1.2,13
04/09/1996,15,16.7,1.1,12
04/09/1996,16,16.6,1,11
04/09/1996,17,16.6,1.1,11
04/09/1996,18,16.5,0.6,6
04/09/1996,19,16.2,0.2,2
04/09/1996,20,16.2,0.2,2
25/09/1996,14,13,9.1,89
25/09/1996,15,13,9.1,89
25/09/1996,16,13,9.2,90
25/09/1996,17,13,9.1,89
25/09/1996,18,13,8.8,87
25/09/1996,19,13,8.9,88
14/05/1997,14,6.9,12.2,
14/05/1997,15,6.9,12.2,
14/05/1997,16,6.9,12.1,
14/05/1997,17,6.8,12.1,
14/05/1997,18,6.7,12,
14/05/1997,19,6.6,11.9,
28/05/1997,14,9.5,11.4,
28/05/1997,15,9.5,11.4,
28/05/1997,16,8.4,10.7,
28/05/1997,17,8.3,10.6,
28/05/1997,18,8.2,10.5,
28/05/1997,19,8.1,10.3,
28/05/1997,20,8,10.2,
04/06/1997,14,9.8,10.8,
04/06/1997,15,9.5,10.6,
04/06/1997,16,8.9,9.6,
04/06/1997,17,8.8,9.6,
04/06/1997,18,8.8,9.6,
04/06/1997,19,8.7,9.4,
04/06/1997,20,8.7,9.4,
11/06/1997,14,10.1,8.6,
11/06/1997,15,10.1,8.6,
11/06/1997,16,10,8.5,
11/06/1997,17,9.9,8.4,
11/06/1997,18,9.8,8.3,
11/06/1997,19,9.5,7.7,
11/06/1997,20,9.5,7.4,
18/06/1997,14,10.3,8.1,
18/06/1997,15,10.3,8,
18/06/1997,16,10.1,7.9,
18/06/1997,17,9.9,7,
18/06/1997,18,9.9,6.9,
18/06/1997,19,9.8,6.7,
18/06/1997,20,9.8,6.7,
25/06/1997,14,10.8,6.9,
25/06/1997,15,10.7,6.8,
25/06/1997,16,10.5,6.5,
25/06/1997,17,10.5,6.2,
25/06/1997,18,10.4,6.2,
25/06/1997,19,10.4,5.9,
25/06/1997,20,10.4,5.9,
02/07/1997,14,10.9,5.8,
02/07/1997,15,10.8,5.7,
02/07/1997,16,10.7,5.4,
02/07/1997,17,10.6,5.3,
02/07/1997,18,10.6,5.3,
09/07/1997,14,11.1,5.6,
09/07/1997,15,10.9,5.6,
09/07/1997,16,10.7,5.4,
09/07/1997,17,10.7,5.1,
09/07/1997,18,10.6,4.8,
09/07/1997,19,10.6,4.6,
09/07/1997,20,10.5,4.2,
16/07/1997,14,11.3,4.6,
16/07/1997,15,11.1,4.4,
16/07/1997,16,10.9,4.2,
16/07/1997,17,10.8,3.7,
16/07/1997,18,10.8,3.7,
23/07/1997,14,11.4,3.8,
23/07/1997,15,11.2,3.3,
23/07/1997,16,11.1,3.2,
23/07/1997,17,11.1,3.1,
23/07/1997,18,11,3,
23/07/1997,19,11,2.9,
23/07/1997,20,11,2.8,
30/07/1997,14,11.5,2.1,
30/07/1997,15,11.4,2.1,
30/07/1997,16,11.3,1.77,
30/07/1997,17,11.2,1.71,
30/07/1997,18,11.2,1.67,
30/07/1997,19,11.1,1.65,
30/07/1997,20,11.1,1.65,
06/08/1997,14,11.7,2,
06/08/1997,15,11.6,2,
06/08/1997,16,11.6,1.8,
06/08/1997,17,11.5,1.7,
06/08/1997,18,11.4,1.6,
06/08/1997,19,11.4,1.6,
06/08/1997,20,11.3,1.4,
13/08/1997,14,11.9,1.14,
13/08/1997,15,11.7,1.03,
13/08/1997,16,11.7,1.04,
13/08/1997,17,11.4,0.85,
13/08/1997,18,11.3,0.76,
13/08/1997,19,11.3,0.66,
13/08/1997,20,11.2,0.51,
20/08/1997,14,11.6,0.46,
20/08/1997,15,11.5,0.33,
20/08/1997,16,11.4,0.28,
20/08/1997,17,11.3,0.23,
20/08/1997,18,11.2,0.24,
20/08/1997,19,11.1,0.18,
20/08/1997,20,11.1,0.12,
27/08/1997,14,11.8,0.31,
27/08/1997,15,11.7,0.26,
27/08/1997,16,11.5,0.17,
27/08/1997,17,11.5,0.16,
27/08/1997,18,11.4,0.16,
27/08/1997,19,11.4,0.15,
27/08/1997,20,11.3,0.14,
03/09/1997,14,12.4,0.35,
03/09/1997,15,11.9,0.3,
03/09/1997,16,11.9,0.29,
03/09/1997,17,11.8,0.28,
03/09/1997,18,11.7,0.31,
03/09/1997,19,11.6,0.29,
03/09/1997,20,11.5,0.34,
08/09/1997,14,11.9,0.85,
08/09/1997,15,11.8,0.84,
08/09/1997,16,11.6,0.94,
08/09/1997,17,11.6,0.89,
08/09/1997,18,11.5,0.87,
08/09/1997,19,11.5,0.84,
08/09/1997,20,11.5,0.66,
15/05/1998,14,8.2,10.2,86.4
15/05/1998,15,8.1,10.1,85.6
15/05/1998,16,8.1,10.1,85.6
15/05/1998,17,8.1,9.9,84.5
15/05/1998,18,8,9.9,83.7
15/05/1998,19,7.9,9.6,81.3
15/05/1998,20,7.9,9.4,80
19/05/1998,14,8.9,13.5,115.8
19/05/1998,15,8.7,13.4,115.4
19/05/1998,16,8.7,13.4,114.2
19/05/1998,17,8.3,13.2,111.1
19/05/1998,18,8.2,13,109.4
19/05/1998,19,8.1,12.9,108.6
19/05/1998,20,8.1,12.5,103.4
03/06/1998,14,11.2,10.2,91.8
03/06/1998,15,10.8,9.7,87.6
03/06/1998,16,10.8,9.7,87
03/06/1998,17,10.8,9.7,87.2
03/06/1998,18,10.7,9.5,85.3
03/06/1998,19,10.6,9,78
03/06/1998,20,10.5,3.6,39.2
10/06/1998,14,12.7,11.59,109.4
10/06/1998,15,12.7,11.54,108.8
10/06/1998,16,12.7,11.45,107.8
10/06/1998,17,12.7,11.63,109.4
10/06/1998,18,12.6,11.5,108.4
10/06/1998,19,12.6,11.32,106.5
17/06/1998,14,12.8,9.53,90.2
17/06/1998,15,12.8,9.53,90.1
17/06/1998,16,12.8,9.36,88.6
17/06/1998,17,12.6,9.03,84.9
17/06/1998,18,12.6,8.98,84.5
17/06/1998,19,12.5,8.8,82.8
17/06/1998,20,12.5,8.8,82.7
26/06/1998,14,13.3,9.7,93
26/06/1998,15,13.3,9.6,92
26/06/1998,16,13.2,9.5,90.9
26/06/1998,17,13.2,9.4,89.8
26/06/1998,18,13.2,9.4,90
26/06/1998,19,13.2,9.3,89.2
26/06/1998,20,13,9.2,89
01/07/1998,14,13.2,7.4,70.9
01/07/1998,15,13.2,7.3,70.1
01/07/1998,16,13.2,7.4,70.8
01/07/1998,17,13.2,7.2,69
01/07/1998,18,13.2,7.3,69.2
01/07/1998,19,13.2,7.2,68.4
01/07/1998,20,13.2,7.1,68.3
07/07/1998,14,13.4,8.7,83
07/07/1998,15,13.4,8.6,82
07/07/1998,16,13.3,8.4,80
07/07/1998,17,13.2,8,76
07/07/1998,18,13.2,7.7,73
07/07/1998,19,13.1,7.5,71
07/07/1998,20,13,7.1,67
15/07/1998,14,13.6,5.6,54
15/07/1998,15,13.5,5.4,52
15/07/1998,16,13.5,5.2,50
15/07/1998,17,13.4,5.2,50
15/07/1998,18,13.4,5.1,49
15/07/1998,19,13.4,5,48
15/07/1998,20,13.3,0.7,7
22/07/1998,14,13.9,5.9,58
22/07/1998,15,13.8,5.9,57
22/07/1998,16,13.7,5.8,56
22/07/1998,17,13.7,5.8,56
22/07/1998,18,13.7,5.8,55
22/07/1998,19,13.6,5.6,53
22/07/1998,20,13.6,1.8,17
29/07/1998,14,15.8,8.5,85
29/07/1998,15,15,8.7,87
29/07/1998,16,14.7,8.9,87
29/07/1998,17,14.5,8.8,85
29/07/1998,18,14.3,7.9,77
29/07/1998,19,14.1,8.7,85
29/07/1998,20,14.1,8.6,83
05/08/1998,14,14.5,2.9,27.7
05/08/1998,15,14.3,2.4,24
05/08/1998,16,14.4,2.5,23.8
05/08/1998,17,14,1.7,17
05/08/1998,18,14,1.8,17.9
05/08/1998,19,13.9,1.4,14.1
05/08/1998,20,13.9,1.4,13.6
12/08/1998,14,14.4,0.8,8
12/08/1998,15,14.4,0.7,7.1
12/08/1998,16,14.2,0.6,6.5
12/08/1998,17,13.9,0.2,2.6
12/08/1998,18,13.8,0.17,1.7
12/08/1998,19,13.7,0.13,1.3
12/08/1998,20,13.5,0.1,0.9
19/08/1998,14,17.2,10.1,105
19/08/1998,15,17.2,9.9,103
19/08/1998,16,16.3,7.3,75
19/08/1998,17,15.7,5.1,51
19/08/1998,18,14.1,0.5,5
19/08/1998,19,13.8,0.3,3
19/08/1998,20,1.6,0.2,2
02/09/1998,14,14.9,8.5,84
02/09/1998,15,14.9,8.4,83
02/09/1998,16,14.9,8.4,83
02/09/1998,17,14.8,8.3,82
02/09/1998,18,14.8,8.3,82
02/09/1998,19,14.8,8.3,82
02/09/1998,20,14.8,8.1,80
09/09/1998,14,14.6,8.2,80
09/09/1998,15,14.6,8.2,80
09/09/1998,16,14.6,7.6,74
09/09/1998,17,14.5,5.8,57
09/09/1998,18,14.4,2.7,24
01/06/1999,14,11,9.4,86
01/06/1999,15,10.7,9.2,83
01/06/1999,16,10.5,9.1,82
01/06/1999,17,10.5,9.1,82
01/06/1999,18,10.4,9.1,81
01/06/1999,19,10.4,9.1,81
01/06/1999,20,10.3,9.1,81
09/06/1999,14,12.3,9,83
09/06/1999,15,11.7,8.2,75
09/06/1999,16,11.6,8,73
09/06/1999,17,11.5,7.9,72
09/06/1999,18,11.5,7.7,71
09/06/1999,19,11.4,7.6,69
09/06/1999,20,11.3,7.1,64
16/06/1999,14,13,7.4,70
16/06/1999,15,12.8,7.1,67
16/06/1999,16,12.4,6.9,64
16/06/1999,17,12.2,6,55
16/06/1999,18,12.2,5.9,55
16/06/1999,19,12.1,5.5,51
16/06/1999,20,12,4.9,45
30/06/1999,14,12.5,4.4,42
30/06/1999,15,12.5,4.2,40
30/06/1999,16,12.4,4.2,40
30/06/1999,17,12.3,4.2,40
30/06/1999,18,12.3,4.2,40
30/06/1999,19,12.3,4,38
30/06/1999,20,12.2,3.9,37
07/07/1999,14,14.2,3.7,36
07/07/1999,15,14.1,3.6,35
07/07/1999,16,14,3.5,34
07/07/1999,17,14,3.5,34
07/07/1999,18,14,3.4,33
07/07/1999,19,13.9,3.4,33
07/07/1999,20,13.8,3.3,32
13/07/1999,14,14.1,2.7,26
13/07/1999,15,14,2.4,23
13/07/1999,16,14,2.3,23
13/07/1999,17,13.9,2.2,22
13/07/1999,18,13.8,2.1,20
13/07/1999,19,13.8,1.9,18
13/07/1999,20,13.7,1.7,16
21/07/1999,14,15.2,2,19
21/07/1999,15,14.9,1.5,15
21/07/1999,16,14.7,1.5,14
21/07/1999,17,14.5,1.2,12
21/07/1999,18,14.2,0.4,8
21/07/1999,19,14.1,0.7,7
21/07/1999,20,14.1,0.6,6
28/07/1999,14,15.6,1.1,11
28/07/1999,15,15,1,10
28/07/1999,16,14.8,0.9,8
28/07/1999,17,14.7,0.8,7
28/07/1999,18,14.5,0.6,6
28/07/1999,19,14.4,0.5,5
28/07/1999,20,14.4,0.5,4
04/08/1999,14,15.5,0.6,6
04/08/1999,15,15.2,0.4,4
04/08/1999,16,14.9,0.3,3
04/08/1999,17,14.8,0.3,3
04/08/1999,18,14.7,0.3,3
04/08/1999,19,14.5,0.2,2
04/08/1999,20,14.3,0.2,2
11/08/1999,14,15.8,0.7,7
11/08/1999,15,15.5,0.5,5
11/08/1999,16,15.3,0.4,4
11/08/1999,17,15.2,0.3,3
11/08/1999,18,14.9,0.3,3
11/08/1999,19,14.8,0.3,3
11/08/1999,20,14.5,0.3,3
18/08/1999,14,17.8,9.8,103
18/08/1999,15,15.7,0.7,7
18/08/1999,16,15.4,0.6,6
18/08/1999,17,15.2,0.6,6
18/08/1999,18,15,0.5,5
18/08/1999,19,14.9,0.5,5
18/08/1999,20,14.5,0.4,4
25/08/1999,14,16.9,7.6,78
25/08/1999,15,15.5,0.6,6
25/08/1999,16,15.2,0.4,4
25/08/1999,17,14.9,0.3,3
25/08/1999,18,14.7,0.3,3
25/08/1999,19,14.6,0.3,3
25/08/1999,20,14.5,0.3,2
01/09/1999,14,16.9,7.3,75
01/09/1999,15,16.6,5,52
01/09/1999,16,15.4,0.6,6
01/09/1999,17,15,0.5,5
01/09/1999,18,14.6,0.4,4
01/09/1999,19,14.5,0.4,4
01/09/1999,20,14.4,0.4,4
08/09/1999,14,17.3,8,
08/09/1999,15,17.3,7.7,79
08/09/1999,16,17.3,7.5,77
08/09/1999,17,17.2,7.4,77
08/09/1999,18,17.2,7.4,76
08/09/1999,19,17.2,7.3,76
08/09/1999,20,16.8,1.7,20
15/09/1999,14,17,8.2,85
15/09/1999,15,17,8.2,85
15/09/1999,16,17,8.2,85
15/09/1999,17,17,8.3,85
15/09/1999,18,17,8.3,86
15/09/1999,19,17,7.7,80
15/09/1999,20,16.7,2.4,24
03/05/2000,14,7.4,15.2,126
03/05/2000,15,7.2,15.1,125
03/05/2000,16,6.9,14.8,122
03/05/2000,17,6.7,14.6,119
03/05/2000,18,6.4,14.5,118
03/05/2000,19,6.3,12.3,99
03/05/2000,20,6.3,12.2,98
10/05/2000,14,6.5,11.7,95
10/05/2000,15,6.4,11.6,94
10/05/2000,16,6.4,11.4,94
10/05/2000,17,6.4,11.5,93
10/05/2000,18,6.4,11.3,92
10/05/2000,19,6.4,9.7,79
10/05/2000,20,6.4,5.8,47
17/05/2000,14,9.5,10.7,93
17/05/2000,15,9.3,10.4,91
17/05/2000,16,8.8,10.1,86
17/05/2000,17,8.5,10,85
17/05/2000,18,8.3,9.9,84
17/05/2000,19,8.2,9.4,80
17/05/2000,20,7.8,3.9,34
24/05/2000,14,10.1,10.6,93
24/05/2000,15,9.7,10,88
24/05/2000,16,9.6,9.9,86
24/05/2000,17,9.4,9.5,83
24/05/2000,18,9.3,9.1,79
24/05/2000,19,9.2,0.5,5
24/05/2000,20,9,0.4,3
30/05/2000,14,12.1,9.8,91
30/05/2000,15,11.9,9.6,89
30/05/2000,16,11.8,9.6,89
30/05/2000,17,11.7,9.5,87
30/05/2000,18,11.3,9,82
30/05/2000,19,11.2,5.6,51
30/05/2000,20,11.2,5.3,48
06/06/2000,14,13,10.2,97
06/06/2000,15,13,10.1,96
06/06/2000,16,13,10.1,96
06/06/2000,17,12.9,9.9,93
06/06/2000,18,12.8,9.2,87
06/06/2000,19,12.6,5,47
06/06/2000,20,12.6,3.1,29
21/06/2000,14,14.5,10,98
21/06/2000,15,14.5,9.9,97
21/06/2000,16,14.4,9.8,96
21/06/2000,17,14.4,9.7,95
21/06/2000,18,14.4,9.6,94
21/06/2000,19,14.4,9.5,93
21/06/2000,20,14.4,9.4,92
26/06/2000,14,15.2,9.5,95
26/06/2000,15,14.9,9.1,90
26/06/2000,16,14.8,8.9,88
26/06/2000,17,14.7,8.8,86
26/06/2000,18,14.6,8.6,84
26/06/2000,19,14.4,7.8,77
26/06/2000,20,14.3,7,68
04/07/2000,14,15,7.5,75
04/07/2000,15,14.8,7,69
04/07/2000,16,14.7,6.5,64
04/07/2000,17,14.6,5.4,52
04/07/2000,18,14.5,4.7,45
04/07/2000,19,14.3,3.2,31
04/07/2000,20,14.2,2.3,22
11/07/2000,14,15.4,7,70
11/07/2000,15,15.2,6.6,65
11/07/2000,16,15,6.2,61
11/07/2000,17,14.7,4.3,42
11/07/2000,18,14.5,3.6,35
11/07/2000,19,14.4,3.3,33
11/07/2000,20,14.2,2.2,22
19/07/2000,14,15.7,5.1,50
19/07/2000,15,15.5,4.6,45
19/07/2000,16,15.3,3.9,39
19/07/2000,17,15.3,3.8,38
19/07/2000,18,15.1,3.2,32
19/07/2000,19,14.9,2.5,24
19/07/2000,20,14.6,0.8,9
26/07/2000,14,16.2,5.2,53
26/07/2000,15,15.8,3.9,39
26/07/2000,16,15.7,3.6,36
26/07/2000,17,15.6,3.2,32
26/07/2000,18,15,1.3,13
26/07/2000,19,14.8,0.8,8
26/07/2000,20,14.5,0.3,3
02/08/2000,14,16.5,5.7,58
02/08/2000,15,16.3,4.3,44
02/08/2000,16,16,3.4,34
02/08/2000,17,15.7,2,20
02/08/2000,18,15.1,0.5,5
02/08/2000,19,15,0.2,2
02/08/2000,20,14.8,0,0
09/08/2000,14,17.8,9.6,101
09/08/2000,15,17.7,9.5,100
09/08/2000,16,16.3,3.4,33
09/08/2000,17,16,1.8,18
09/08/2000,18,15.6,0.9,9
09/08/2000,19,15.5,0.5,5
09/08/2000,20,15.2,0.1,1
16/08/2000,14,16.8,4.7,48
16/08/2000,15,16.6,4.5,45
16/08/2000,16,16.4,3.1,31
16/08/2000,17,16.2,2.2,22
16/08/2000,18,15.9,1,9
16/08/2000,19,15.7,0.4,4
16/08/2000,20,15.3,0,0
24/08/2000,14,17.5,9,94
24/08/2000,15,17.1,6.1,63
24/08/2000,16,16.2,1.6,16
24/08/2000,17,16.2,1.2,12
24/08/2000,18,16.1,0.8,8
24/08/2000,19,15.8,0.1,1
24/08/2000,20,15.6,0,0
29/08/2000,14,16.6,8.13,83.7
29/08/2000,15,16.6,8.01,82.2
29/08/2000,16,16.6,7.91,81.2
29/08/2000,17,16.5,7.68,79.3
29/08/2000,18,16.5,7.55,77.1
29/08/2000,19,15.7,0.1,2
29/08/2000,20,15.3,-0.04,-0.2
26/09/2000,14,13.3,8.8,84
26/09/2000,15,13.3,8.7,83
26/09/2000,16,13.3,8.6,82
26/09/2000,17,13.3,8.5,81
26/09/2000,18,13.3,8.4,81
26/09/2000,19,13.2,8.3,79
26/09/2000,20,13.2,8.2,78
08/05/2001,14,6.6,13.4,111
08/05/2001,15,6.6,13.4,111
08/05/2001,16,6.6,13.4,111
08/05/2001,17,6.6,13.4,111
08/05/2001,18,6.6,13.4,111
08/05/2001,19,6.6,13.4,111
08/05/2001,20,6.6,13.4,111
15/05/2001,14,7.4,11.5,96
15/05/2001,15,7.4,11.5,95
15/05/2001,16,7.3,11.2,93
15/05/2001,17,7.3,11.1,92
15/05/2001,18,7.2,10.9,89
15/05/2001,19,7.1,10.6,89
15/05/2001,20,7.1,10.6,88
22/05/2001,14,10,11.4,101
22/05/2001,15,10,11.4,101
22/05/2001,16,10,11.4,101
22/05/2001,17,9.8,11.4,101
22/05/2001,18,9.5,11.1,97
22/05/2001,19,8,9.5,80
22/05/2001,20,7.9,9.3,79
06/06/2001,14,11,9.5,87
06/06/2001,15,10.8,9.2,84
06/06/2001,16,10.8,9.1,83
06/06/2001,17,10.5,8.7,78
06/06/2001,18,10.5,8.6,78
06/06/2001,19,10.4,8.5,77
06/06/2001,20,10.4,8.3,75
11/06/2001,14,10.9,8.1,73
11/06/2001,15,10.8,7.7,70
11/06/2001,16,10.7,7.5,68
11/06/2001,17,10.6,7.5,68
11/06/2001,18,10.6,7.3,66
11/06/2001,19,10.5,6.9,62
11/06/2001,20,10.5,6.7,60
18/06/2001,14,11.6,7.3,67
18/06/2001,15,11.2,6.6,61
18/06/2001,16,11.1,6.2,57
18/06/2001,17,11.1,6.2,57
18/06/2001,18,11,6,55
18/06/2001,19,11,5.8,53
18/06/2001,20,10.9,5.5,50
26/06/2001,14,12.2,5.9,56
26/06/2001,15,12.1,5.8,54
26/06/2001,16,11.7,5.5,51
26/06/2001,17,11.2,4.8,44
26/06/2001,18,11.1,4.1,38
26/06/2001,19,11,3.9,35
26/06/2001,20,11,3.7,34
03/07/2001,14,13,5.5,53
03/07/2001,15,12.9,5.4,51
03/07/2001,16,12.3,4.5,42
03/07/2001,17,12.3,4.4,41
03/07/2001,18,12.2,4.2,41
03/07/2001,19,12,3.9,36
03/07/2001,20,11.8,3.5,33
09/07/2001,14,13.3,4.2,41
09/07/2001,15,13.3,4,38
09/07/2001,16,13.1,3.7,35
09/07/2001,17,13,3.5,33
09/07/2001,18,12.9,3.1,30
09/07/2001,19,12.8,2.8,26
09/07/2001,20,12.7,2.7,25
17/07/2001,14,14.2,3.3,32
17/07/2001,15,14.1,3.1,30
17/07/2001,16,14,2.9,29
17/07/2001,17,14,2.9,29
17/07/2001,18,14,2.9,28
17/07/2001,19,14,2.8,27
17/07/2001,20,13.8,1.7,18
24/07/2001,14,14.4,2.6,25
24/07/2001,15,14.1,2.1,20
24/07/2001,16,14,1.9,18
24/07/2001,17,13.9,1.6,15
24/07/2001,18,13.8,1.4,13
24/07/2001,19,13.7,1.3,12
24/07/2001,20,13.6,1,10
31/07/2001,14,14.7,0.8,8
31/07/2001,15,14.6,0.08,8
31/07/2001,16,14.6,0.8,8
31/07/2001,17,14.6,0.8,8
31/07/2001,18,4.6,0.8,7
31/07/2001,19,14.6,0.7,7
31/07/2001,20,14.6,0.7,7
07/08/2001,14,15.3,0.6,6
07/08/2001,15,15.2,0.5,5
07/08/2001,16,15.1,0.4,4
07/08/2001,17,15,0.3,3
07/08/2001,18,14.9,0.2,2
07/08/2001,19,14.9,0.2,2
07/08/2001,20,14.9,0.1,1
13/08/2001,14,15.5,0,0
13/08/2001,15,15.2,0,0
13/08/2001,16,15.1,0,0
13/08/2001,17,15,0,0
13/08/2001,18,14.9,0,0
13/08/2001,19,14.8,0,0
13/08/2001,20,14.8,0,0
21/08/2001,14,15.9,0.9,8
21/08/2001,15,15.3,0,0
21/08/2001,16,15,0,0
21/08/2001,17,14.8,0,0
21/08/2001,18,14.6,0,0
21/08/2001,19,14.5,0,0
